STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS
SC,SC0019,010,SC0019-010,PAMPLICO BRANCH LIBRARY,100 EAST MAIN STREET,PAMPLICO,29583,M,FLORENCE,8434137077,BR,NO,8134,R_13,0,R_13,2022,R_13,52,R_13,2014,00,00,00,-79.5697970,33.9960040,45,041,54340,138434,42,18.00,1048,4507,22500,0,addresspoint,STD,NND
SC,SC0020,002,SC0020-002,GEORGETOWN COUNTY LIBRARY,405 CLELAND STREET,GEORGETOWN,29440,3200,GEORGETOWN,8435453304,CE,NO,19331,R_13,0,R_13,3240,R_13,52,R_13,2014,00,00,00,-79.2850438,33.3733142,45,043,28870,60520,32,9203.02,1030,4507,23860,1,house,STD,NND
SC,SC0020,003,SC0020-003,ANDREWS BRANCH LIBRARY,105 NORTH MORGAN STREET,ANDREWS,29510,M,GEORGETOWN,8435453621,BR,NO,10000,R_13,0,R_13,2288,R_13,52,R_13,2014,00,00,00,-79.5607948,33.4520556,45,043,01450,60520,32,9202.01,3021,4507,23860,1,house,ADV,NND
SC,SC0020,004,SC0020-004,GEORGETOWN COUNTY LIBRARY BOOKMOBILE,405 CLELAND STREET,GEORGETOWN,29440,3200,GEORGETOWN,8435453300,BS,NO,-3,U_13,1,R_13,588,R_13,52,R_13,2014,00,00,00,-79.2850438,33.3733142,45,043,28870,60520,32,9203.02,1030,4507,23860,1,house,STD,NND
SC,SC0020,005,SC0020-005,WACCAMAW BRANCH LIBRARY,24 COMMERCE DRIVE,PAWLEY'S ISLAND,29585,6011,GEORGETOWN,8435453623,BR,NO,7000,R_13,0,R_13,2548,R_13,52,R_13,2014,00,00,00,-79.1222926,33.4487784,45,043,00000,60520,31,9205.03,3007,4507,23860,1,house,STD,NND
SC,SC0020,007,SC0020-006,CARVER'S BAY BRANCH LIBRARY,13048 CHOPPEE ROAD,HEMINGWAY,29554,3318,GEORGETOWN,8435453515,BR,NO,7550,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-79.3300693,33.5833212,45,043,00000,60520,42,9204.00,2035,4507,23860,1,house,STD,NND
SC,SC0021,002,SC0021-002,GREENVILLE COUNTY LIBRARY: HUGHES LIBRARY,25 HERITAGE GREEN PLACE,GREENVILLE,29601,2034,GREENVILLE,8642425000,CE,CC,119215,R_13,0,R_13,3498,R_13,52,R_13,2014,00,14,00,-82.4016490,34.8565950,45,045,30850,474223,13,10.00,2012,4504,24860,0,addresspoint,STD,NND
SC,SC0021,003,SC0021-003,AUGUSTA ROAD BRANCH,100 LYDIA STREET,GREENVILLE,29605,1241,GREENVILLE,8642770161,BR,CC,11500,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.3781891,34.8049732,45,045,30850,474223,13,15.02,1009,4504,24860,0,house,STD,NND
SC,SC0021,004,SC0021-004,BEREA BRANCH,111 NORTH HWY. 25 BYPASS,GREENVILLE,29617,1105,GREENVILLE,8642461695,BR,NC,11173,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.4613654,34.9172667,45,045,00000,474223,21,37.01,1019,4504,24860,0,house,STD,NND
SC,SC0021,005,SC0021-005,PELHAM ROAD BRANCH,1508 PELHAM ROAD,GREENVILLE,29615,3923,GREENVILLE,8642886688,BR,NC,12050,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.3003990,34.8571500,45,045,73870,474223,21,28.05,2007,4504,24860,0,addresspoint,STD,NND
SC,SC0021,006,SC0021-006,FOUNTAIN INN BRANCH,311 NORTH MAIN STREET,FOUNTAIN INN,29644,1603,GREENVILLE,8648622576,BR,NC,11306,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.2033600,34.6966270,45,045,27070,474223,22,31.01,2037,4503,24860,0,addresspoint,STD,NND
SC,SC0021,007,SC0021-007,GREER BRANCH,505 PENNSYLVANIA AVE.,GREER,29650,1732,GREENVILLE,8648778722,BR,NC,10905,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.2475170,34.9405080,45,045,30985,474223,21,25.05,3017,4504,24860,0,addresspoint,STD,NND
SC,SC0021,008,SC0021-008,MAULDIN BRANCH,800 WEST BUTLER ROAD,GREENVILLE,29607,4838,GREENVILLE,8642777397,BR,NC,11454,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.3266790,34.7753680,45,045,45115,474223,13,29.04,1036,4504,24860,0,addresspoint,STD,NND
SC,SC0021,009,SC0021-009,SIMPSONVILLE BRANCH,626 NE MAIN STREET,SIMPSONVILLE,29681,2025,GREENVILLE,8649639031,BR,NC,11159,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.2609850,34.7475430,45,045,66580,474223,22,30.10,2039,4504,24860,0,addresspoint,STD,NND
SC,SC0021,010,SC0021-010,TRAVELERS REST BRANCH,17 CENTER STREET,TRAVELERS REST,29690,1826,GREENVILLE,8648343650,BR,NC,10929,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.4402630,34.9689980,45,045,72430,474223,21,39.04,2047,4504,24860,0,addresspoint,STD,NND
SC,SC0021,011,SC0021-011,TAYLORS BRANCH,316 WEST MAIN STREET,TAYLORS,29687,2210,GREENVILLE,8642685955,BR,NC,11306,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.3080750,34.9195630,45,045,71395,474223,21,26.04,1066,4504,24860,0,addresspoint,STD,NND
SC,SC0021,012,SC0021-012,ANDERSON ROAD BRANCH,2625 ANDERSON ROAD,GREENVILLE,29611,6019,GREENVILLE,8642695210,BR,NC,11306,R_13,0,R_13,3309,R_13,52,R_13,2014,00,00,00,-82.4403190,34.8161670,45,045,75535,474223,21,21.07,1032,4504,24860,0,addresspoint,STD,NND
SC,SC0021,013,SC0021-013,GREENVILLE COUNTY LIBRARY BOOKMOBILE,25 HERITAGE GREEN PLACE,GREENVILLE,29601,2034,GREENVILLE,8642425238,BS,NC,-3,U_13,1,R_13,648,R_13,52,R_13,2014,00,00,00,-82.4016490,34.8565950,45,045,30850,474223,13,10.00,2012,4504,24860,0,addresspoint,STD,NND
SC,SC0022,002,SC0022-002,CONWAY LIBRARY,801 MAIN ST,CONWAY,29526,4343,HORRY,8439157323,CE,NC,28000,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-79.0504799,33.8417911,45,051,16405,289527,13,702.00,2069,4507,34820,0,house,STD,NND
SC,SC0022,003,SC0022-003,AYNOR LIBRARY,500 9TH. AVENUE,AYNOR,29511,3150,HORRY,8433583324,BR,NC,4000,R_13,0,R_13,1794,R_13,52,R_13,2014,00,00,00,-79.2003502,33.9976340,45,051,03430,289527,42,801.02,2024,4507,34820,0,house,STD,NND
SC,SC0022,004,SC0022-004,NORTH MYRTLE BEACH LIBRARY,910 1ST AVE SOUTH,NORTH MYRTLE BEACH,29582,3102,HORRY,8439155281,BR,NC,19888,R_13,0,R_13,1742,R_13,52,R_13,2014,00,00,00,-78.6820483,33.8269340,45,051,51280,289527,13,403.00,1061,4507,34820,0,house,STD,NND
SC,SC0022,005,SC0022-005,LORIS LIBRARY,4316 MAIN STREET,LORIS,29569,2614,HORRY,8437568101,BR,NC,4300,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-78.8868161,34.0548193,45,051,42730,289527,42,202.00,2060,4507,34820,0,house,STD,NND
SC,SC0022,006,SC0022-006,SURFSIDE BEACH LIBRARY,410 SURFSIDE DRIVE,SURFSIDE BEACH,29575,3779,HORRY,8439155280,BR,NC,17260,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-78.9750940,33.6074640,45,051,70585,289527,22,512.01,2048,4507,34820,0,addresspoint,STD,NND
SC,SC0022,007,SC0022-007,HORRY COUNTY MEMORIAL LIBRARY BOOKMOBILE,1603 4TH AVENUE,CONWAY,29526,5037,HORRY,8432481544,BS,NC,-3,U_13,1,R_13,1664,R_13,52,R_13,2014,00,00,00,-79.0567591,33.8316368,45,051,16405,289527,13,703.00,2058,4507,34820,0,house,STD,NND
SC,SC0022,008,SC0022-008,SOCASTEE LIBRARY,141-707 CONNECTOR RD,MYRTLE BEACH,29588,M,HORRY,8432154700,BR,NC,23000,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-79.0152760,33.5931780,45,051,28455,289527,22,514.06,2026,4507,34820,0,street,DGL,POC
SC,SC0022,009,SC0022-009,BUCKSPORT LIBRARY,7657 HWY 701 SOUTH,CONWAY,29527,7846,HORRY,8433971950,BR,NC,3000,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-79.1090228,33.7002339,45,051,10000,289527,41,706.02,2075,4507,34820,0,house,STD,NND
SC,SC0022,010,SC0022-010,LITTLE RIVER LIBRARY,107 HWY 57 NORTH,LITTLE RIVER,29566,7050,HORRY,8433995541,BR,NC,4000,R_13,0,R_13,1664,R_13,52,R_13,2014,00,00,00,-78.6853080,33.8847820,45,051,42010,289527,41,401.01,1027,4507,34820,0,addresspoint,STD,NND
SC,SC0022,011,SC0022-011,GREEN SEA FLOYDS LIBRARY,5331 HWY 9,GREEN SEA,29545,4949,HORRY,8433920994,BR,NC,3700,R_13,0,R_13,1924,R_13,52,R_13,2014,00,00,00,-79.0197861,34.1464198,45,051,00000,289527,42,101.00,2094,4507,34820,0,house,STD,NND
SC,SC0022,012,SC0022-012,CAROLINA FOREST LIBRARY,2250 CAROLINA FOREST BLVD,MYRTLE BEACH,29579,3654,HORRY,-3,BR,NC,19888,R_13,0,R_13,1248,R_13,39,R_13,2014,02,00,00,-78.8948491,33.7602403,45,051,00000,289527,22,602.06,1000,4507,34820,0,house,STD,NND
SC,SC0022,013,SC0022-012,CAROLINA FOREST LIBRARY,2250 CAROLINA FOREST BLVD,MYRTLE BEACH,29579,3654,HORRY,8439156282,BR,NC,19888,R_13,0,R_13,1248,R_13,39,R_13,2014,02,00,00,-78.8948491,33.7602403,45,051,00000,289527,22,602.06,1000,4507,34820,0,house,STD,NND
SC,SC0023,002,SC0023-002,CAMDEN LIBRARY,1304 BROAD STREET,CAMDEN,29020,3506,KERSHAW,8034251508,BR,NC,13660,R_13,0,R_13,2500,R_13,52,R_13,2014,00,00,00,-80.6074580,34.2499470,45,055,10855,62604,31,9708.00,3021,4505,17900,0,addresspoint,STD,NND
SC,SC0023,003,SC0023-003,BETHUNE BRANCH LIBRARY,206 S. MAIN STREET,BETHUNE,29009,M,KERSHAW,8033348420,BR,NC,1175,R_13,0,R_13,1144,R_13,52,R_13,2014,00,00,00,-80.3467140,34.4128870,45,055,06040,62604,42,9701.00,2037,4505,17900,0,addresspoint,STD,NND
SC,SC0023,004,SC0023-004,KERSHAW COUNTY LIBRARY BOOKMOBILE,632 WEST DEKALB STREET,CAMDEN,29020,4254,KERSHAW,8034242353,BS,NC,-3,U_13,1,R_13,1000,R_13,52,R_13,2014,00,00,07,-80.6081511,34.2463775,45,055,10855,62604,31,9708.00,3033,4505,17900,0,house,STD,NND
SC,SC0023,005,SC0023-005,ELGIN BRANCH LIBRARY,2652 MAIN STREET,ELGIN,29045,9415,KERSHAW,8034387881,BR,NC,3600,R_13,0,R_13,2496,R_13,52,R_13,2014,00,00,00,-80.7975306,34.1680878,45,055,23245,62604,21,9709.03,2028,4505,17900,0,house,STD,NND
SC,SC0024,002,SC0024-002,LANCASTER COUNTY LIBRARY SYSTEM,313 S. WHITE ST.,LANCASTER,29720,2506,LANCASTER,8032851502,CE,NO,16433,R_13,0,R_13,3146,R_13,52,R_13,2014,00,00,00,-80.7682072,34.7178129,45,057,39895,80520,32,107.00,2014,4505,16740,0,house,STD,NND
SC,SC0024,003,SC0024-003,KERSHAW BRANCH LIBRARY,3855 FORK HILL ROAD,KERSHAW,29067,9297,LANCASTER,8034752609,BR,NO,4900,R_13,0,R_13,1976,R_13,52,R_13,2014,00,00,00,-80.5865595,34.5671185,45,057,00000,80520,42,102.00,3026,4505,16740,0,house,STD,NND
SC,SC0024,004,SC0024-004,LANCASTER COUNTY LIBRARY BOOKMOBILE,313 S. WHITE STREET,LANCASTER,29720,M,LANCASTER,8032851502,BS,NO,-3,U_13,-3,U_13,-3,U_13,-3,U_13,2014,23,00,00,-80.7682072,34.7178129,45,057,39895,80520,32,107.00,2014,4505,16740,0,house,STD,NND
SC,SC0024,005,SC0024-005,DEL WEBB LIBRARY AT INDIAN LAND,7641 CHARLOTTE HIGHWAY,INDIAN LAND,29707,9653,LANCASTER,8035489260,BR,NC,11000,R_13,0,R_13,2704,R_13,52,R_13,2014,00,00,00,-80.8355890,34.9337910,45,057,00000,80520,21,112.02,1053,4505,16740,0,postalcode-sub,NCF,POC
SC,SC0025,002,SC0025-002,LAURENS COUNTY LIBRARY SYSTEM,1017 WEST MAIN STREET,LAURENS,29360,2647,LAURENS,8646817323,CE,NC,31500,R_13,0,R_13,3307,R_13,52,R_13,2014,00,00,00,-82.0351707,34.4935397,45,059,40615,66207,32,9204.00,5001,4503,24860,0,house,STD,NND
SC,SC0025,003,SC0025-003,CLINTON PUBLIC LIBRARY,"107 JACOBS HIGHWAY, SUITE A",CLINTON,29325,7282,LAURENS,8648331853,BR,NC,8500,R_13,0,R_13,2652,R_13,52,R_13,2014,00,00,00,-81.8777080,34.4579690,45,059,15295,66207,32,9208.00,2034,4503,24860,0,addresspoint,STD,NND
SC,SC0025,005,SC0025-005,LAURENS COUNTY LIBRARY BOOKMOBILE,1017 WEST MAIN STREET,LAURENS,29360,2647,LAURENS,8646817323,BS,NC,-3,U_13,1,R_13,864,R_13,36,R_13,2014,00,00,00,-82.0351707,34.4935397,45,059,40615,66207,32,9204.00,5001,4503,24860,0,house,STD,NND
SC,SC0026,002,SC0026-002,LEE COUNTY PUBLIC LIBRARY SYSTEM,200 NORTH MAIN STREET,BISHOPVILLE,29010,1416,LEE,8646817323,CE,NO,2970,R_13,0,R_13,2600,R_13,52,R_13,2014,00,00,00,-80.2474286,34.2189381,45,061,06310,18407,32,9203.02,2045,4505,0,0,house,STD,NND
SC,SC0026,003,SC0026-003,LEE COUNTY PUBLIC LIBRARY BOOKMOBILE,200 NORTH MAIN STREET,BISHOPVILLE,29010,1416,LEE,8034845921,BS,NO,-3,U_13,1,R_13,2600,R_13,52,R_13,2014,00,00,00,-80.2474286,34.2189381,45,061,06310,18407,32,9203.02,2045,4505,0,0,house,STD,NND
SC,SC0027,002,SC0027-002,LEXINGTON COUNTY PUBLIC LIBRARY SYSTEM,5440 AUGUSTA ROAD,LEXINGTON,29072,3892,LEXINGTON,8037852600,CE,NC,48000,R_13,0,R_13,3484,R_13,52,R_13,2014,00,00,00,-81.2202030,33.9745480,45,063,41335,273604,21,210.30,1020,4502,17900,0,addresspoint,STD,NND
SC,SC0027,003,SC0027-003,CAYCE-WEST COLUMBIA BRANCH LIBRARY,1500 AUGUSTA ROAD,WEST COLUMBIA,29169,6129,LEXINGTON,8037946791,BR,NC,20000,R_13,0,R_13,3484,R_13,52,R_13,2014,00,00,00,-81.0784200,33.9862550,45,063,75850,273604,21,205.05,2050,4502,17900,0,addresspoint,STD,NND
SC,SC0027,004,SC0027-004,BATESBURG-LEESVILLE BRANCH LIBRARY,203 ARMORY STREET,BATESBURG,29006,1435,LEXINGTON,8035329223,BR,NC,7900,R_13,0,R_13,2964,R_13,52,R_13,2014,00,00,00,-81.5351790,33.9176070,45,063,04300,273604,32,214.02,3007,4502,17900,0,addresspoint,STD,NND
SC,SC0027,005,SC0027-005,IRMO BRANCH LIBRARY,6251 ST. ANDREWS ROAD,COLUMBIA,29212,3152,LEXINGTON,8037987880,BR,NC,25000,R_13,0,R_13,3484,R_13,52,R_13,2014,00,00,00,-81.1625838,34.0591461,45,063,65207,273604,21,211.11,1034,4502,17900,0,house,STD,NND
SC,SC0027,006,SC0027-006,PELION BRANCH LIBRARY,206 PINE STREET,PELION,29123,9807,LEXINGTON,8037853272,BR,NC,6000,R_13,0,R_13,2080,R_13,52,R_13,2014,00,00,00,-81.2425960,33.7692980,45,063,55420,273604,42,209.03,1061,4502,17900,0,addresspoint,STD,NND
SC,SC0027,007,SC0027-007,CHAPIN BRANCH LIBRARY,129 N.W. COLUMBIA AVENUE,CHAPIN,29036,9423,LEXINGTON,8033455479,BR,NC,6500,R_13,0,R_13,2288,R_13,52,R_13,2014,00,00,00,-81.3556248,34.1678262,45,063,13150,273604,41,212.04,2049,4502,17900,0,house,STD,NND
SC,SC0027,008,SC0027-008,GASTON BRANCH LIBRARY,214 S. MAIN,GASTON,29053,9116,LEXINGTON,8037913208,BR,NC,4000,R_13,0,R_13,1716,R_13,52,R_13,2014,00,00,00,-81.1021940,33.8135550,45,063,28780,273604,21,208.02,1014,4502,17900,0,addresspoint,STD,NND
SC,SC0027,009,SC0027-009,SWANSEA BRANCH LIBRARY,199 N. LAWRENCE AVENUE,SWANSEA,29160,9406,LEXINGTON,8037853519,BR,NC,4000,R_13,0,R_13,1716,R_13,52,R_13,2014,00,00,00,-81.0974849,33.7387943,45,063,70675,273604,41,208.02,1084,4502,17900,0,house,STD,NND
SC,SC0027,010,SC0027-010,GILBERT BRANCH LIBRARY,405 BROAD STREET,GILBERT,29054,8451,LEXINGTON,8037855387,BR,NC,4000,R_13,0,R_13,1716,R_13,52,R_13,2014,00,00,00,-81.4010690,33.9220530,45,063,29050,273604,41,213.06,2015,4502,17900,0,addresspoint,STD,NND
SC,SC0027,011,SC0027-011,LEXINGTON COUNTY PUBLIC LIBRARY BOOKMOBILE,5440 AUGUSTA ROAD,LEXINGTON,29072,3892,LEXINGTON,8037852649,BS,NC,-3,U_13,1,R_13,1500,R_13,50,R_13,2014,00,00,00,-81.2202030,33.9745480,45,063,41335,273604,21,210.30,1020,4502,17900,0,addresspoint,STD,NND
SC,SC0027,012,SC0027-012,SOUTH CONGAREE - PINE RIDGE BRANCH,200 SUNSET DRIVE,WEST COLUMBIA,29172,2101,LEXINGTON,8037853050,BR,NC,4000,R_13,0,R_13,1716,R_13,52,R_13,2014,00,00,00,-81.1315135,33.9106380,45,063,67705,273604,21,207.03,1004,4502,17900,0,house,STD,NND
SC,SC0028,002,SC0028-002,MCCORMICK COUNTY LIBRARY,201 RAILROAD AVE.,MCCORMICK,29835,M,MCCORMICK,8648522821,CE,NO,8400,R_13,0,R_13,2288,R_13,51,R_13,2014,00,00,00,-82.2981790,33.9180810,45,065,43720,9932,42,9202.00,4013,4503,0,0,postalcode-sub,PCR,POC
SC,SC0029,002,SC0029-002,MARION COUNTY LIBRARY,101 EAST COURT STREET,MARION,29571,M,MARION,8434238300,CE,NO,11938,R_13,0,R_13,2574,R_13,52,R_13,2014,00,00,00,-79.3910560,34.1729490,45,067,44575,32013,32,9506.00,3016,4507,0,0,postalcode-main,ABR,POC
SC,SC0029,003,SC0029-003,MULLINS LIBRARY,210 NORTH MAIN STREET,MULLINS,29574,2708,MARION,8434649621,BR,NO,3400,R_13,0,R_13,1950,R_13,52,R_13,2014,00,00,00,-79.2548304,34.2068838,45,067,48805,32013,32,9504.00,4016,4507,0,0,house,STD,NND
SC,SC0029,004,SC0029-004,NICHOLS LIBRARY,208 FLOYD STREET,NICHOLS,29581,M,MARION,8435262641,BR,NO,1146,R_13,0,R_13,624,R_13,52,R_13,2014,00,00,00,-79.1506088,34.2343464,45,067,50110,32013,42,9504.00,1049,4507,0,0,house,STD,NND
SC,SC0029,005,SC0029-005,MARION COUNTY LIBRARY BOOKMOBILE,101 E. COURT STREET,MARION,29571,M,MARION,8434238300,BS,NO,-3,U_13,1,R_13,504,R_13,24,R_13,2014,00,00,00,-79.3910560,34.1729490,45,067,44575,32013,32,9506.00,3016,4507,0,0,postalcode-main,ABR,POC
SC,SC0030,002,SC0030-002,MARLBORO COUNTY LIBRARY SYSTEM,203 FAYETTEVILLE AVENUE,BENNETTSVILLE,29512,4021,MARLBORO,8434795630,CE,NO,7916,R_13,0,R_13,2599,R_13,50,R_13,2014,00,00,00,-79.6812904,34.6146078,45,069,05680,27999,32,9603.01,2024,4507,13500,1,house,STD,NND
SC,SC0030,003,SC0030-003,MARLBORO COUNTY LIBRARY BOOKMOBILE,203 FAYETTEVILLE AVENUE,BENNETTSVILLE,29512,4021,MARLBORO,8034795630,BS,NO,-3,U_13,1,R_13,-1,U_13,-1,U_13,2014,00,00,00,-79.6812904,34.6146078,45,069,05680,27999,32,9603.01,2024,4507,13500,1,house,STD,NND
SC,SC0032,002,SC0032-002,OCONEE COUNTY PUBLIC LIBRARY,501 WEST SOUTH BROAD ST,WALHALLA,29691,2105,OCONEE,8646384133,CE,NO,22500,R_13,0,R_13,2798,R_13,51,R_13,2014,00,00,00,-83.0723157,34.7648090,45,073,74095,74913,31,304.01,2004,4503,42860,1,house,STD,NND
SC,SC0032,003,SC0032-003,SENECA BRANCH LIBRARY,300 EAST SOUTH SECOND STREET,SENECA,29678,3438,OCONEE,8648824855,BR,NO,9000,R_13,0,R_13,2920,R_13,51,R_13,2014,00,00,00,-82.9502780,34.6824500,45,073,65095,74913,31,307.01,1024,4503,42860,1,addresspoint,STD,NND
SC,SC0032,004,SC0032-004,WESTMINSTER BRANCH LIBRARY,112 WEST NORTH AVENUE,WESTMINSTER,29693,1446,OCONEE,8646473215,BR,NO,5050,R_13,0,R_13,2269,R_13,51,R_13,2014,00,00,00,-83.0969134,34.6668235,45,073,76165,74913,42,310.00,5050,4503,42860,1,house,STD,NND
SC,SC0032,005,SC0032-005,SALEM BRANCH LIBRARY,5 PARK AVENUE,SALEM,29676,3304,OCONEE,8649440912,BR,NO,1025,R_13,0,R_13,2056,R_13,51,R_13,2014,00,00,00,-82.9614541,34.9090196,45,073,00000,74913,42,302.00,2003,4503,42860,1,house,STD,NND
SC,SC0032,006,SC0032-006,OCONEE COUNTY PUBLIC LIBRARY BOOKMOBILE,501 W. SOUTH BROAD ST.,WALHALLA,29691,2105,OCONEE,8646384133,BS,NO,-3,U_13,1,R_13,261,R_13,35,R_13,2014,00,00,00,-83.0723157,34.7648090,45,073,74095,74913,31,304.01,2004,4503,42860,1,house,STD,NND
SC,SC0033,002,SC0033-002,ORANGEBURG COUNTY LIBRARY COMMISSION,510 LOUIS ST,ORANGEBURG,29115,5030,ORANGEBURG,8035314636,CE,NO,13000,R_13,0,R_13,2773,R_13,52,R_13,2014,00,00,00,-80.8623460,33.4957090,45,075,53080,90726,32,114.00,4009,4506,36700,1,addresspoint,STD,NND
SC,SC0033,003,SC0033-003,MENTOR BRANCH LIBRARY,2621 CLEVELAND STREET,ELLOREE,29047,M,ORANGEBURG,8038972162,BR,NO,700,R_13,0,R_13,734,R_13,52,R_13,2014,00,00,00,-80.5717630,33.5311660,45,075,23470,90726,42,104.00,1082,4506,36700,1,addresspoint,STD,NND
SC,SC0033,004,SC0033-004,HOLLY HILL BRANCH LIBRARY,8441 OLD STATE ROAD,HOLLY HILL,29059,M,ORANGEBURG,8034967177,BR,NO,666,R_13,0,R_13,895,R_13,52,R_13,2014,00,00,00,-80.4166920,33.3249710,45,075,34360,90726,42,102.00,1043,4506,36700,1,addresspoint,STD,NND
SC,SC0033,005,SC0033-005,NORTH BRANCH LIBRARY,9316 NORTH ROAD,NORTH,29112,M,ORANGEBURG,8032475880,BR,NO,1600,R_13,0,R_13,724,R_13,52,R_13,2014,00,00,00,-81.0511643,33.6269693,45,075,00000,90726,42,120.00,2043,4502,36700,1,house,STD,NND
SC,SC0033,008,SC0033-008,ORANGEBURG COUNTY LIBRARY BOOKMOBILE,510 LOUIS STREET NE,ORANGEBURG,29115,5030,ORANGEBURG,8035314636,BS,NO,-3,U_13,1,R_13,304,R_13,52,R_13,2014,00,00,00,-80.8623460,33.4957090,45,075,53080,90726,32,114.00,4009,4506,36700,1,addresspoint,STD,NND
SC,SC0033,009,SC0033-009,SANTEE BRANCH LIBRARY,119 DAZZY COURT,SANTEE,29142,M,ORANGEBURG,8038545300,BR,NC,-1,U_13,0,R_13,721,R_13,52,R_13,2014,00,00,00,-80.4844760,33.4742310,45,075,63790,90726,42,103.00,4050,4506,36700,1,addresspoint,ADV,NND
SC,SC0033,010,SC0033-010,SPRINGFIELD BRANCH LIBRARY,210 BRODIE ST.,SPRINGFIELD,29146,M,ORANGEBURG,8032581100,BR,NC,-1,U_13,0,R_13,726,R_13,52,R_13,2014,00,00,00,-81.2743749,33.4942894,45,075,68470,90726,42,118.00,3054,4502,36700,1,house,STD,NND
SC,SC0034,002,SC0034-002,PICKENS COUNTY LIBRARY,304 BILTMORE ROAD,EASLEY,29640,3708,PICKENS,8648507090,CE,NC,77600,R_13,0,R_13,3640,R_13,52,R_13,2014,00,00,00,-82.5795920,34.8252240,45,077,21985,119222,13,108.04,1051,4503,24860,0,addresspoint,STD,NND
SC,SC0034,003,SC0034-003,VILLAGE BRANCH LIBRARY,124 NORTH CATHERINE STREET,PICKENS,29671,2207,PICKENS,8648985747,BR,NC,8200,R_13,0,R_13,2600,R_13,52,R_13,2014,00,00,00,-82.7110580,34.8842110,45,077,56140,119222,21,104.02,3057,4503,24860,0,addresspoint,STD,NND
SC,SC0034,004,SC0034-004,SARLIN COMMUNITY BRANCH,15 SOUTH PALMETTO STREET,LIBERTY,29657,1027,PICKENS,8648435805,BR,NC,6400,R_13,0,R_13,2340,R_13,52,R_13,2014,00,00,00,-82.6951490,34.7869360,45,077,41380,119222,21,110.02,2035,4503,24860,0,addresspoint,STD,NND
SC,SC0034,008,SC0034-005,CENTRAL CLEMSON REGIONAL BRANCH,105 COMMONS WAY,CENTRAL,29630,4107,PICKENS,8646392711,BR,NC,12000,R_13,0,R_13,3484,R_13,52,R_13,2014,00,00,00,-82.7873710,34.7144217,45,077,13015,119222,21,111.02,3030,4503,24860,0,house,STD,NND
SC,SC0035,002,SC0035-002,RICHLAND LIBRARY MAIN,1431 ASSEMBLY STREET,COLUMBIA,29201,3101,RICHLAND,8037999084,CE,CC,242000,R_13,0,R_13,3640,R_13,52,R_13,2014,00,06,00,-81.0369550,34.0043600,45,079,16000,397893,12,31.00,2026,4506,17900,0,addresspoint,STD,NND
SC,SC0035,003,SC0035-003,RICHLAND LIBRARY COOPER,5317 N. TRENHOLM ROAD,COLUMBIA,29206,3211,RICHLAND,8037873462,BR,NC,10000,R_13,0,R_13,3432,R_13,52,R_13,2014,00,06,00,-80.9663550,34.0215760,45,079,26305,397893,21,112.02,1021,4502,17900,0,addresspoint,ADV,NND
SC,SC0035,004,SC0035-004,RICHLAND LIBRARY WHEATLEY,931 WOODROW STREET,COLUMBIA,29205,1634,RICHLAND,8037995873,BR,CC,4000,R_13,0,R_13,3016,R_13,52,R_13,2014,00,06,00,-81.0051570,34.0022720,45,079,16000,397893,12,21.00,3010,4502,17900,0,addresspoint,STD,NND
SC,SC0035,005,SC0035-005,RICHLAND LIBRARY EASTOVER,608 MAIN STREET,EASTOVER,29044,M,RICHLAND,8033538584,BR,NO,5200,R_13,0,R_13,2837,R_13,52,R_13,2014,00,06,00,-80.6946300,33.8772100,45,079,22390,397893,42,120.00,3118,4506,17900,0,addresspoint,STD,NND
SC,SC0035,006,SC0035-006,RICHLAND LIBRARY SOUTHEAST,7421 GARNERS FERRY ROAD,COLUMBIA,29209,2602,RICHLAND,8037760855,BR,NC,20000,R_13,0,R_13,3640,R_13,52,R_13,2014,00,06,00,-80.9459020,33.9686580,45,079,16000,397893,12,116.07,1025,4506,17900,0,addresspoint,STD,NND
