STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GAL,GALMS,POSTMS,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,HOURS,F_HOURS,WKS_OPEN,F_WKSOPN,YR_SUB
TX,TX0311,002,392,EL PROGRESO MEMORIAL LIBRARY,00,00,00,-99.7902131,29.2082974,48,463,74588,27117,33,9505,2006,4823,46620,1,house,STD,NND,301 W MAIN ST,UVALDE,78801,5528,UVALDE,8302782017,CE,NO,35000,R_14,0,R_14,2000,R_14,52,R_14,2015
TX,TX0312,002,393,VAN ALSTYNE PUBLIC LIBRARY,00,00,00,-96.578231,33.422297,48,181,74924,123534,31,18.03,3083,4804,43300,0,addresspoint,STD,NND,151 W COOPER ST,VAN ALSTYNE,75495,M,GRAYSON,9034825991,CE,NC,8000,R_14,0,R_14,1912,R_14,52,R_14,2015
TX,TX0313,002,394,VAN HORN CITY COUNTY LIBRARY,00,00,00,-104.833784,31.0460368,48,109,75032,2266,43,9503,3069,4823,0,0,street,DGL,POC,410 CROCKETT ST,VAN HORN,79855,M,CULBERSON,4322832855,CE,NO,5000,R_14,0,R_14,1932,R_14,50,R_14,2015
TX,TX0314,002,395,CARNEGIE CITY-COUNTY LIBRARY,00,00,00,-99.2956398,34.1525796,48,487,75308,12973,33,9505,3054,4813,46900,1,house,STD,NND,2810 WILBARGER ST,VERNON,76384,4570,WILBARGER,9405522462,CE,NO,12000,R_14,0,R_14,1660,R_14,52,R_14,2015
TX,TX0315,002,396,VICTORIA PUBLIC LIBRARY,00,00,00,-97.005188,28.801281,48,469,75428,91081,13,1,1027,4827,47020,0,addresspoint,STD,NND,302 N MAIN ST,VICTORIA,77901,6505,VICTORIA,3614853304,CE,CC,33000,R_14,0,R_14,3066,R_14,52,R_14,2015
TX,TX0316,002,397,VIDOR PUBLIC LIBRARY,00,00,00,-94.0095348,30.1294892,48,361,75476,83433,22,219,1014,4836,13140,0,house,STD,NND,440 E BOLIVAR ST,VIDOR,77662,5014,ORANGE,4097697148,CE,NC,4810,R_14,0,R_14,2160,R_14,50,R_14,2015
TX,TX0317,002,398,WACO-MCLENNAN COUNTY LIBRARY,00,00,00,-97.143438,31.546605,48,309,76000,243441,12,7,1007,4817,47380,0,addresspoint,STD,NND,1717 AUSTIN AVE,WACO,76701,1741,MCLENNAN,2547505941,CE,CC,35549,R_14,0,R_14,3132,R_14,52,R_14,2015
TX,TX0317,003,398.261,EAST WACO LIBRARY,00,00,00,-97.121338,31.568763,48,309,76000,243441,12,15,1018,4817,47380,0,addresspoint,STD,NND,901 ELM ST,WACO,76704,2659,MCLENNAN,2547508620,BR,CC,7000,R_14,0,R_14,2630,R_14,52,R_14,2015
TX,TX0317,005,398.262,SOUTH WACO LIBRARY,00,00,00,-97.117295,31.524427,48,309,76000,243441,12,21,2000,4817,47380,0,addresspoint,STD,NND,2737 S 18TH ST,WACO,76706,4001,MCLENNAN,2547508621,BR,CC,11200,R_14,0,R_14,2642,R_14,52,R_14,2015
TX,TX0317,007,398.387,WEST WACO LIBRARY & GENEALOGY CENTER,00,00,00,-97.1942,31.532398,48,309,76000,243441,12,26,3017,4817,47380,0,addresspoint,STD,NND,5301 BOSQUE BLVD,WACO,76710,4458,MCLENNAN,2547456018,BR,CC,32293,R_14,0,R_14,2774,R_14,52,R_14,2015
TX,TX0319,002,40,BONHAM PUBLIC LIBRARY,00,00,00,-96.175949,33.578043,48,147,09328,33752,32,9504.02,2050,4804,0,0,addresspoint,STD,NND,305 E 5TH ST,BONHAM,75418,4002,FANNIN,9035833128,CE,NO,10057,R_14,0,R_14,2235,R_14,52,R_14,2015
TX,TX0320,002,400,AUSTIN COUNTY LIBRARY SYSTEM,00,00,00,-96.0746134,29.6361103,48,015,76240,29114,42,7601,2073,4810,26420,0,house,STD,NND,6730 RAILROAD ST,WALLIS,77485,M,AUSTIN,9794786813,CE,NC,2025,R_14,0,R_14,1987,R_14,52,R_14,2015
TX,TX0320,003,400.263,WEST END LIBRARY,00,00,00,-96.5014564,29.973961,48,015,35984,29114,43,7604,2076,4810,26420,0,house,ADV,NND,1646 N MAIN ST,INDUSTRY,78944,M,AUSTIN,9793574434,BR,NC,1300,R_14,0,R_14,1487,R_14,52,R_14,2015
TX,TX0320,004,400.287,KNOX MEMORIAL LIBRARY,00,00,00,-96.0746134,29.6361103,48,015,76240,29114,42,7601,2073,4810,26420,0,house,STD,NND,6730 RAILROAD ST,WALLIS,77485,M,AUSTIN,9794786813,BR,NC,2025,R_14,0,R_14,1487,R_14,52,R_14,2015
TX,TX0321,002,402,NICHOLAS P SIMS LIBRARY & LYCEUM,00,00,00,-96.852197,32.388295,48,139,76816,159317,21,605,2020,4806,19100,0,addresspoint,STD,NND,515 W MAIN ST,WAXAHACHIE,75165,3235,ELLIS,9729372671,CE,NC,19980,R_14,0,R_14,2022,R_14,51,R_14,2015
TX,TX0322,002,403,WEATHERFORD PUBLIC LIBRARY,00,00,00,-97.8123276,32.7460675,48,367,76864,123164,31,1403,4050,4812,19100,0,house,STD,NND,1014 CHARLES ST,WEATHERFORD,76086,5007,PARKER,8175984150,CE,NC,17000,R_14,0,R_14,3014,R_14,52,R_14,2015
TX,TX0323,002,404,WEIMAR PUBLIC LIBRARY,00,00,00,-96.7807471,29.7022544,48,089,77020,20719,42,7503,3003,4810,0,0,house,STD,NND,1 JACKSON SQ,WEIMAR,78962,2019,COLORADO,9797256608,CE,NO,3135,R_14,0,R_14,2298,R_14,52,R_14,2015
TX,TX0324,002,405,COLLINGSWORTH PUBLIC LIBRARY,00,00,00,-100.2161211,34.8490992,48,087,77152,3017,43,9503,3006,4813,0,0,house,STD,NND,711 15TH ST,WELLINGTON,79095,3605,COLLINGSWORTH,8064473183,CE,NO,8500,R_14,0,R_14,2521,R_14,51,R_14,2015
TX,TX0325,002,407,MAYOR JOE V SANCHEZ PUBLIC LIBRARY,00,00,00,-97.9896346,26.1563466,48,215,77272,831073,21,227.01,1020,4834,32580,0,house,STD,NND,525 S KANSAS AVE,WESLACO,78596,6215,HIDALGO,9569684533,CE,NC,29271,R_14,0,R_14,3144,R_14,52,R_14,2015
TX,TX0326,002,408,WHARTON COUNTY LIBRARY,00,00,00,-96.0931176,29.328575,48,481,78136,41168,32,7405,2037,4827,20900,1,house,STD,NND,1920 N FULTON ST,WHARTON,77488,2845,WHARTON,9795328080,CE,NO,15000,R_14,0,R_14,2573,R_14,52,R_14,2015
TX,TX0326,004,408.265,EL CAMPO BRANCH LIBRARY,00,00,00,-96.275137,29.200411,48,481,22864,41168,32,7409,4016,4827,20900,1,addresspoint,STD,NND,200 W CHURCH ST,EL CAMPO,77437,3316,WHARTON,9795432362,BR,NO,14300,R_14,0,R_14,2203,R_14,52,R_14,2015
TX,TX0326,005,408.266,LOUISE BRANCH LIBRARY,00,00,00,-96.409989,29.108657,48,481,44212,41168,42,7411,2135,4827,20900,1,addresspoint,STD,NND,803 THIRD ST,LOUISE,77455,M,WHARTON,9796482018,BR,NO,1676,R_14,0,R_14,618,R_14,52,R_14,2015
TX,TX0326,006,408.264,EAST BERNARD BRANCH LIBRARY,00,00,00,-96.064756,29.521987,48,481,21988,41168,42,7401,1043,4827,20900,1,addresspoint,STD,NND,746 CLUBSIDE DR,EAST BERNARD,77435,9461,WHARTON,9793356142,BR,NO,5000,R_14,0,R_14,1331,R_14,52,R_14,2015
TX,TX0327,002,409,WHEELER PUBLIC LIBRARY,00,00,00,-100.274833,35.444613,48,483,78208,5714,43,9501,1034,4813,0,0,postalcode-sub,PCR,POC,306 S CANADIAN ST,WHEELER,79096,M,WHEELER,8068265977,CE,NO,3400,R_14,0,R_14,1500,R_14,52,R_14,2015
TX,TX0328,002,41,HUTCHINSON COUNTY LIBRARY,00,00,00,-101.3887247,35.6720403,48,233,09556,21773,32,9507,2038,4813,14420,1,house,STD,NND,625 WEATHERLY ST,BORGER,79007,3621,HUTCHINSON,8062730126,CE,NO,11136,R_14,0,R_14,2231,R_14,52,R_14,2015
TX,TX0328,004,41.55,HUTCHINSON COUNTY LIBRARY - STINNETT,00,00,00,-101.4429016,35.8280622,48,233,70340,21773,42,9502,1101,4813,14420,1,house,STD,NND,500 N MAIN ST,STINNETT,79083,M,HUTCHINSON,8068784013,BR,NO,1684,R_14,0,R_14,1525,R_14,52,R_14,2015
TX,TX0328,007,41.54,HUTCHINSON COUNTY LIBRARY - FRITCH,00,00,00,-101.6034244,35.6412544,48,233,27696,21773,32,9505,4060,4813,14420,1,house,STD,NND,205 N CORNELL AVE,FRITCH,79036,8785,HUTCHINSON,8068573752,BR,NO,1388,R_14,0,R_14,1728,R_14,52,R_14,2015
TX,TX0329,002,410,WHITE SETTLEMENT PUBLIC LIBRARY,00,00,00,-97.459359,32.7597616,48,439,78544,1945360,21,1107.01,4010,4812,19100,0,house,STD,NND,8215 WHITE SETTLEMENT RD,WHITE SETTLEMENT,76108,1604,TARRANT,8173670166,CE,NC,13500,R_14,0,R_14,1921,R_14,51,R_14,2015
TX,TX0330,002,411,WHITESBORO PUBLIC LIBRARY,00,00,00,-96.9087313,33.6558651,48,181,78532,123534,32,11.02,4023,4804,43300,0,house,STD,NND,308 W MAIN ST,WHITESBORO,76273,1639,GRAYSON,9035645432,CE,NC,6100,R_14,0,R_14,2497,R_14,52,R_14,2015
TX,TX0331,002,412,WHITEWRIGHT PUBLIC LIBRARY,00,00,00,-96.3942197,33.5127739,48,181,78628,123534,42,1.02,2011,4804,43300,0,house,STD,NND,200 W GRAND ST,WHITEWRIGHT,75491,2141,GRAYSON,9033642955,CE,NC,1820,R_14,0,R_14,1673,R_14,52,R_14,2015
TX,TX0332,002,413,WICHITA FALLS PUBLIC LIBRARY,00,00,00,-98.4874468,33.9102834,48,485,79000,132355,12,101,1015,4813,48660,0,house,STD,NND,600 11TH ST,WICHITA FALLS,76301,4604,WICHITA,9407670868,CE,CC,61000,R_14,0,R_14,2694,R_14,52,R_14,2015
TX,TX0334,002,415,WINTERS PUBLIC LIBRARY,00,00,00,-99.9628408,31.9579744,48,399,79876,10416,32,9502,2046,4811,0,0,house,STD,NND,120 N MAIN ST,WINTERS,79567,5108,RUNNELS,3257544251,CE,NO,3900,R_14,0,R_14,1042,R_14,52,R_14,2015
TX,TX0335,002,416,WOLFE CITY PUBLIC LIBRARY,00,00,00,-96.086102,33.365564,48,231,00000,88493,43,9602,2007,4804,19100,0,postalcode-sub,PCR,POC,203 E WILLIAMS ST,WOLFE CITY,75496,M,HUNT,9034967311,CE,NC,1656,R_14,0,R_14,1669,R_14,52,R_14,2015
TX,TX0337,002,418,RITA & TRUETT SMITH PUBLIC LIBRARY,00,00,00,-96.544987,33.013292,48,085,80356,885241,21,313.09,2028,4832,19100,0,postalcode-sub,NCF,POC,300 COUNTRY CLUB DR BLDG 300,WYLIE,75098,3000,COLLIN,9725166250,CE,NC,43900,R_14,0,R_14,2354,R_14,48,R_14,2015
TX,TX0338,002,419,CARL & MARY WELHAUSEN LIBRARY,00,00,00,-97.1491279,29.2905568,48,285,80560,19721,32,6,3043,4827,0,0,house,STD,NND,810 FRONT ST,YOAKUM,77995,3058,DEWITT,3612935001,CE,NO,5971,R_14,0,R_14,2253,R_14,52,R_14,2015
TX,TX0339,002,42,BOWIE PUBLIC LIBRARY,00,00,00,-97.8498684,33.5612561,48,337,09640,19416,33,9505,2033,4813,0,0,house,STD,NND,301 WALNUT ST,BOWIE,76230,4828,MONTAGUE,9408722681,CE,NO,7154,R_14,0,R_14,1972,R_14,52,R_14,2015
TX,TX0340,002,420,YORKTOWN PUBLIC LIBRARY,00,00,00,-97.5029622,28.9810603,48,123,80584,20684,43,9704,3044,4834,0,0,house,STD,NND,103 W MAIN ST,YORKTOWN,78164,M,DEWITT,3615643232,CE,NO,9312,R_14,0,R_14,1283,R_14,50,R_14,2015
TX,TX0342,002,422,BALCH SPRINGS LIBRARY-LEARNING CENTER,00,00,00,-96.6142756,32.7194088,48,113,05372,2518638,21,172.02,2000,4805,19100,0,house,STD,NND,12450 ELAM RD,BALCH SPRINGS,75180,3040,DALLAS,9729133000,CE,NC,12500,R_14,0,R_14,2509,R_14,52,R_14,2015
TX,TX0343,002,424,BUDA PUBLIC LIBRARY,00,00,00,-97.8424487,30.0827251,48,209,11080,185025,21,109.02,2052,4821,12420,0,house,STD,NND,303 MAIN ST,BUDA,78610,M,HAYS,5122955899,CE,NC,5200,R_14,0,R_14,2676,R_14,52,R_14,2015
TX,TX0344,002,425,BUNA PUBLIC LIBRARY,00,00,00,-93.9293817,30.3520366,48,241,00000,35552,42,9507,3012,4836,0,0,street,DGL,POC,1042 HWY 62 S,BUNA,77612,M,JASPER,4099945501,CE,NO,7500,R_14,0,R_14,1450,R_14,52,R_14,2015
TX,TX0346,002,43,KINNEY COUNTY PUBLIC LIBRARY,00,00,00,-100.4151098,29.3127314,48,271,09868,3526,33,9501,3110,4823,0,0,house,STD,NND,510 S ELLEN,BRACKETTVILLE,78832,M,KINNEY,8305632884,CE,NO,2200,R_14,0,R_14,1832,R_14,52,R_14,2015
TX,TX0347,002,430,PFLUGERVILLE PUBLIC LIBRARY,00,00,00,-97.629857,30.442101,48,453,57176,1151145,21,18.41,3005,4810,12420,0,addresspoint,STD,NND,1008 W PFLUGER ST,PFLUGERVILLE,78660,3899,TRAVIS,5129906375,CE,NC,28000,R_14,0,R_14,2916,R_14,52,R_14,2015
TX,TX0349,002,432,OLGA V FIGUEROA ZAPATA COUNTY PUBLIC LIBRARY,00,00,00,-99.2706026,26.9026333,48,505,80716,14319,33,9503.02,2033,4828,49820,1,house,STD,NND,901 KENNEDY ST,ZAPATA,78076,3293,ZAPATA,9567655351,CE,NO,10000,R_14,0,R_14,2169,R_14,49,R_14,2015
TX,TX0349,003,432.267,GUADALUPE AND LILIA MARTINEZ ZAPATA COUNTY PUBLIC BRANCH LIB,00,00,00,-99.2702737,26.9056068,48,505,80716,14319,33,9503.02,2028,4828,49820,1,house,STD,NND,1103 N HWY 83,ZAPATA,78076,M,ZAPATA,9567658504,BR,NO,1680,R_14,0,R_14,332,R_14,52,R_14,2015
TX,TX0350,002,433,ZULA B WYLIE PUBLIC LIBRARY IN CEDAR HILL,00,00,00,-96.950412,32.588704,48,113,13492,2518638,21,165.23,4002,4830,19100,0,addresspoint,STD,NND,225 CEDAR ST,CEDAR HILL,75104,2655,DALLAS,9722917323,CE,NC,10800,R_14,0,R_14,2824,R_14,52,R_14,2015
TX,TX0351,002,434,WILLIAM T COZBY PUBLIC LIBRARY,00,00,00,-96.989004,32.973739,48,113,16612,2518638,21,141.35,1012,4824,19100,0,addresspoint,STD,NND,177 N HEARTZ RD,COPPELL,75019,2121,DALLAS,9723043655,CE,NC,28000,R_14,0,R_14,3144,R_14,52,R_14,2015
TX,TX0352,002,435,DESOTO PUBLIC LIBRARY,00,00,00,-96.855534,32.60428,48,113,20092,2518638,21,166.2,1002,4830,19100,0,postalcode-sub,NCF,POC,211 E PLEASANT RUN RD STE C,DE SOTO,75115,3956,DALLAS,9722309658,CE,NC,30000,R_14,0,R_14,3445,R_14,52,R_14,2015
TX,TX0353,002,436,HIGGINS PUBLIC LIBRARY,00,00,00,-100.0253276,36.1208276,48,295,33608,3553,43,9503,1364,4813,0,0,house,STD,NND,201 N MAIN,HIGGINS,79046,M,LIPSCOMB,8068522214,CE,NO,882,R_14,0,R_14,1063,R_14,50,R_14,2015
TX,TX0354,002,437,HUTCHINS-ATWELL PUBLIC LIBRARY,00,00,00,-96.7164172,32.6480321,48,113,35612,2518638,21,169.02,1102,4830,19100,0,house,STD,NND,300 N DENTON ST,HUTCHINS,75141,M,DALLAS,9722254711,CE,NC,5600,R_14,0,R_14,1924,R_14,52,R_14,2015
TX,TX0355,002,438,IDALOU COMMUNITY LIBRARY,00,00,00,-101.6804856,33.6654594,48,303,35732,293974,42,101.02,1009,4819,31180,0,house,STD,NND,210 MAIN ST,IDALOU,79329,M,LUBBOCK,8068922114,CE,NC,2500,R_14,0,R_14,1344,R_14,52,R_14,2015
TX,TX0356,002,44,FM BUCK RICHARDS MEMORIAL LIBRARY,00,00,00,-99.3342078,31.1266918,48,307,09916,8199,33,9503,2099,4811,0,0,house,STD,NND,1106 S BLACKBURN ST,BRADY,76825,6222,MCCULLOCH,3255972617,CE,NO,5600,R_14,0,R_14,2065,R_14,52,R_14,2015
TX,TX0357,002,440,LAKE TRAVIS COMMUNITY LIBRARY,00,00,00,-97.9752293,30.3443844,48,453,40984,1151145,21,17.73,3016,4825,12420,0,house,STD,NND,1938 LOHMANS CROSSING RD,AUSTIN,78734,5200,TRAVIS,5122632885,CE,NC,11000,R_14,0,R_14,2565,R_14,52,R_14,2015
TX,TX0358,002,441,LANCASTER VETERANS MEMORIAL LIBRARY,00,00,00,-96.756722,32.607182,48,113,41212,2518638,21,167.03,1066,4830,19100,0,postalcode-sub,PCR,POC,1600 VETERANS MEMORIAL PKWY,LANCASTER,75134,3300,DALLAS,9722271080,CE,NC,23000,R_14,0,R_14,2810,R_14,52,R_14,2015
TX,TX0360,002,443,ROWLETT PUBLIC LIBRARY,00,00,00,-96.564864,32.90299,48,113,63572,2518638,21,181.33,1026,4832,19100,0,addresspoint,STD,NND,3900 MAIN ST,ROWLETT,75088,5075,DALLAS,9724126161,CE,NC,15600,R_14,0,R_14,3027,R_14,52,R_14,2015
TX,TX0361,002,444,SACHSE PUBLIC LIBRARY,00,00,00,-96.584738,32.973278,48,113,64064,2518638,21,181.22,3000,4832,19100,0,postalcode-sub,NCF,POC,3815 SACHSE RD BLDG C,SACHSE,75048,3894,DALLAS,9725308966,CE,NC,10000,R_14,0,R_14,2286,R_14,52,R_14,2015
TX,TX0362,002,445,SEAGOVILLE PUBLIC LIBRARY,00,00,00,-96.539179,32.648394,48,113,66428,2518638,21,170.03,4009,4805,19100,0,addresspoint,STD,NND,702 N HWY 175,SEAGOVILLE,75159,1774,DALLAS,9722877720,CE,NC,2524,R_14,0,R_14,2040,R_14,52,R_14,2015
TX,TX0364,002,447,SLATON CITY LIBRARY,00,00,00,-101.6448411,33.438933,48,303,68180,293974,31,106,1041,4819,31180,0,house,STD,NND,200 W LYNN ST,SLATON,79364,4136,LUBBOCK,8068282008,CE,NC,2513,R_14,0,R_14,1775,R_14,52,R_14,2015
TX,TX0365,002,448,SPRINGTOWN PUBLIC LIBRARY,00,00,00,-97.6850575,32.9722596,48,367,69800,123164,31,1404.03,2020,4812,19100,0,house,STD,NND,626 N MAIN ST,SPRINGTOWN,76082,2104,PARKER,8175235862,CE,NC,2800,R_14,0,R_14,1927,R_14,52,R_14,2015
TX,TX0366,002,449,SUNNYVALE PUBLIC LIBRARY,00,00,00,-96.5920689,32.8141419,48,113,71156,2518638,41,181.04,2012,4805,19100,0,house,STD,NND,402 TOWER PL,SUNNYVALE,75182,9278,DALLAS,9722264491,CE,NC,3480,R_14,0,R_14,2259,R_14,52,R_14,2015
TX,TX0368,002,450,TAWAKONI AREA PUBLIC LIBRARY,00,00,00,-96.1314249,32.9104292,48,231,60140,88493,32,9615.03,1025,4804,19100,0,house,STD,NND,340 W HWY 276,WEST TAWAKONI,75474,M,HUNT,9034473445,CE,NC,3600,R_14,0,R_14,1179,R_14,52,R_14,2015
TX,TX0369,002,451,WATAUGA PUBLIC LIBRARY,00,00,00,-97.255054,32.8755015,48,439,76672,1945360,21,1138.08,4003,4826,19100,0,house,STD,NND,7109 WHITLEY RD,WATAUGA,76148,2024,TARRANT,8175145855,CE,NC,20413,R_14,0,R_14,2166,R_14,52,R_14,2015
TX,TX0370,002,452,WESTBANK COMMUNITY LIBRARY DISTRICT,00,00,00,-97.811835,30.274388,48,453,00000,1151145,21,19.19,3014,4825,12420,0,addresspoint,STD,NND,1309 WESTBANK DR,AUSTIN,78746,6565,TRAVIS,5123143580,CE,NC,15821,R_14,0,R_14,2834,R_14,52,R_14,2015
TX,TX0370,003,452.380,LAURA BUSH COMMUNITY LIBRARY,00,00,00,-97.8730922,30.3162727,48,453,00000,1151145,21,19.16,1001,4821,12420,0,house,STD,NND,9411 BEE CAVES RD,AUSTIN,78733,6102,TRAVIS,5123811401,BR,CC,14229,R_14,0,R_14,2834,R_14,52,R_14,2015
TX,TX0371,002,453,GILLIAM MEMORIAL PUBLIC LIBRARY,00,00,00,-96.685026,32.589159,48,113,79576,2518638,21,169.03,4006,4830,19100,0,addresspoint,STD,NND,205 E BELT LINE RD,WILMER,75172,1127,DALLAS,9724413713,CE,NC,2400,R_14,0,R_14,2553,R_14,52,R_14,2015
TX,TX0372,002,454,GILBREATH MEMORIAL LIBRARY,00,00,00,-95.285291,32.9682495,48,159,79816,10600,41,9503,2035,4804,0,0,house,STD,NND,916 N MAIN ST,WINNSBORO,75494,2120,WOOD,9033426866,CE,NO,6000,R_14,0,R_14,1989,R_14,52,R_14,2015
TX,TX0373,002,455,HEWITT PUBLIC LIBRARY,00,00,00,-97.1990907,31.4665132,48,309,33428,243441,22,37.08,1006,4817,47380,0,house,STD,NND,100 ZUNI DR,HEWITT,76643,3008,MCLENNAN,2546662442,CE,NC,3800,R_14,0,R_14,3016,R_14,52,R_14,2015
TX,TX0374,002,456,LEONARD PUBLIC LIBRARY,00,00,00,-96.2475275,33.3806617,48,147,42352,33752,42,9507.01,2050,4804,0,0,house,STD,NND,102 S MAIN ST,LEONARD,75452,M,FANNIN,9035872391,CE,NO,3330,R_14,0,R_14,1400,R_14,50,R_14,2015
TX,TX0376,002,459,UNIVERSAL CITY PUBLIC LIBRARY,00,00,07,0,0,48,029,00000,1855866,.,0,0,.,0,.,.,.,.,401 W BYRD,UNIVERSAL CITY,78148,4314,BEXAR,2106597048,CE,M,8000,R_14,0,R_14,2046,R_14,52,R_14,2015
TX,TX0377,002,46,NANCY CAROL ROBERTS MEMORIAL LIBRARY,00,00,00,-96.3993284,30.1676633,48,477,10156,34438,32,1701,2032,4810,14780,1,house,STD,NND,200 W VULCAN ST,BRENHAM,77833,3149,WASHINGTON,9793377201,CE,NO,6585,R_14,0,R_14,2487,R_14,52,R_14,2015
TX,TX0378,002,460,BOOKER SCHOOL/PUBLIC LIBRARY,00,00,15,-100.49536,36.441842,48,295,00000,3553,43,9502,1061,4813,0,0,postalcode-main,NCF,POC,600 S MAIN ST,BOOKER,79005,M,LIPSCOMB,8066589323,CE,NO,2193,R_14,0,R_14,2040,R_14,49,R_14,2015
TX,TX0380,002,462,ALVORD PUBLIC LIBRARY,00,00,00,-97.694437,33.358061,48,497,02284,61638,42,1503,1057,4813,19100,0,postalcode-sub,ABR,POC,106 FRANKLIN ST,ALVORD,76225,M,WISE,9404272842,CE,NC,874,R_14,0,R_14,1548,R_14,49,R_14,2015
TX,TX0381,002,463,OLDHAM COUNTY PUBLIC LIBRARY,00,00,00,-102.200642,35.2099318,48,359,00000,2070,42,9501,2902,4813,11100,0,house,STD,NND,914 MAIN,VEGA,79092,M,OLDHAM,8062672635,CE,NO,2640,R_14,0,R_14,1120,R_14,52,R_14,2015
TX,TX0382,002,465,SANGER PUBLIC LIBRARY,00,00,00,-97.1738519,33.3622196,48,121,65408,753363,31,202.03,2042,4826,19100,0,house,STD,NND,501 BOLIVAR ST,SANGER,76266,8964,DENTON,9404583257,CE,NC,5050,R_14,0,R_14,1715,R_14,52,R_14,2015
TX,TX0383,002,466,CHARLOTTE PUBLIC LIBRARY,00,00,00,-98.7069161,28.8645029,48,013,14404,47774,42,9605,1058,4828,41700,0,house,ADV,NND,77 YULE ST,CHARLOTTE,78011,M,ATASCOSA,8302771212,CE,NC,1000,R_14,0,R_14,1749,R_14,52,R_14,2015
TX,TX0384,002,467,DRIPPING SPRINGS COMMUNITY LIBRARY,00,00,00,-98.0981978,30.1968594,48,209,00000,185025,42,108.08,2048,4825,12420,0,house,STD,NND,501 SPORTSPLEX DR,DRIPPING SPRINGS,78620,5266,HAYS,5128587825,CE,NC,9220,R_14,0,R_14,2807,R_14,52,R_14,2015
TX,TX0385,002,47,BRIDGEPORT PUBLIC LIBRARY,00,00,00,-97.7574537,33.221713,48,497,10264,61638,32,1505,2024,4813,19100,0,house,STD,NND,2159 10TH ST,BRIDGEPORT,76426,2071,WISE,9406833450,CE,NC,8200,R_14,0,R_14,2296,R_14,52,R_14,2015
TX,TX0386,002,472,FOARD COUNTY LIBRARY,00,00,00,-99.7206491,33.9829111,48,155,17948,1275,43,9501,1441,4813,0,0,street,DGL,POC,110 E CALIFORNIA,CROWELL,79227,M,FOARD,9406841250,CE,NO,4000,R_14,0,R_14,1250,R_14,50,R_14,2015
TX,TX0387,002,474,AUBREY AREA LIBRARY,00,00,00,-96.990719,33.290172,48,121,04600,753363,31,201.03,3103,4826,19100,0,addresspoint,STD,NND,226 COUNTRYSIDE DR,AUBREY,76227,6299,DENTON,9403659162,CE,NC,14000,R_14,0,R_14,1539,R_14,50,R_14,2015
TX,TX0388,002,475,WEST PUBLIC LIBRARY,00,00,00,-97.0957996,31.791261,48,309,77332,243441,31,42.01,1037,4817,47380,0,house,STD,NND,209 TOKIO RD,WEST,76691,1777,MCLENNAN,2548263070,CE,NC,5040,R_14,0,R_14,1000,R_14,52,R_14,2015
TX,TX0389,002,476,KRUM PUBLIC LIBRARY,00,00,00,-97.2285801,33.2590724,48,121,39928,753363,31,202.02,2017,4826,19100,0,house,STD,NND,803 E MCCART ST,KRUM,76249,M,DENTON,9404823455,CE,NC,2400,R_14,0,R_14,1614,R_14,49,R_14,2015
TX,TX0391,002,478,BULVERDE/SPRING BRANCH LIBRARY,00,00,00,-98.422788,29.794296,48,091,11224,123694,41,3107.04,3001,4821,41700,0,addresspoint,STD,NND,131 BULVERDE CROSSING RD,BULVERDE,78163,6227,COMAL,8304384864,CE,NC,19500,R_14,0,R_14,2832,R_14,52,R_14,2015
TX,TX0392,002,479,COLDSPRING AREA PUBLIC LIBRARY INC,00,00,00,-95.186918,30.551054,48,407,00000,27099,42,2001.02,1045,4808,0,0,postalcode-sub,PCR,POC,14221 HWY 150 W,COLDSPRING,77331,M,SAN JACINTO,9366533104,CE,NC,3800,R_14,0,R_14,1552,R_14,47,R_14,2015
TX,TX0393,002,48,KENDRICK MEMORIAL LIBRARY,00,00,00,-102.2775,33.1770655,48,445,10720,12739,32,9503,2018,4819,0,0,house,STD,NND,301 W TATE ST,BROWNFIELD,79316,4329,TERRY,8066373848,CE,NO,7056,R_14,0,R_14,1808,R_14,52,R_14,2015
TX,TX0394,002,480,WHITEHOUSE COMMUNITY LIBRARY,00,00,00,-95.2206314,32.2269741,48,423,78388,218842,22,20.09,1046,4801,46340,0,house,STD,NND,107 BASCOM RD,WHITEHOUSE,75791,3230,SMITH,9038392949,CE,NC,5138,R_14,0,R_14,1524,R_14,50,R_14,2015
TX,TX0395,002,481,FLOWER MOUND PUBLIC LIBRARY,00,00,00,-97.077071,33.033174,48,121,26232,753363,21,217.5,1020,4826,19100,0,addresspoint,STD,NND,3030 BROADMOOR LN,FLOWER MOUND,75022,2703,DENTON,9728746200,CE,NC,25000,R_14,0,R_14,3012,R_14,52,R_14,2015
TX,TX0396,002,482,GOLIAD COUNTY LIBRARY,00,00,00,-97.3926171,28.665707,48,175,30080,7549,42,9602,3059,4834,47020,0,house,STD,NND,320 S COMMERCIAL ST,GOLIAD,77963,M,GOLIAD,3616452291,CE,NC,9000,R_14,0,R_14,1984,R_14,52,R_14,2015
