GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,AUQ8E001,AUQ8E002,AUQ8E003,AUQ8E004,AUQ8E005,AUQ8E006,AUQ8E007,AUQ8E008,AUQ8E009,AUQ8E010,AUQ8E011,AUQ8E012,AUQ8E013,AUQ8E014,AUQ8E015,AUQ8E016,AUQ8E017,AUQ8E018,AUQ8E019,AUQ8E020,AUQ8E021,AUQ8E022,AUQ8E023,AUQ8E024,AUQ8E025,AURUE001,NAME_M,AUO6M001,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010,AUQ8M001,AUQ8M002,AUQ8M003,AUQ8M004,AUQ8M005,AUQ8M006,AUQ8M007,AUQ8M008,AUQ8M009,AUQ8M010,AUQ8M011,AUQ8M012,AUQ8M013,AUQ8M014,AUQ8M015,AUQ8M016,AUQ8M017,AUQ8M018,AUQ8M019,AUQ8M020,AUQ8M021,AUQ8M022,AUQ8M023,AUQ8M024,AUQ8M025,AURUM001
"G5501410","2020-2024","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US55141",,,"55141","Wood County, Wisconsin",74004,74004,67397,541,205,1293,2,967,3599,1796,1803,53139,404,2,0,3,10,3,6,10,65,5,270,226,347,724,822,17907,2237,3972,6785,7954,7914,2383,735,355,67989,"Wood County, Wisconsin",-555555555,-555555555,364,181,70,155,3,272,450,384,250,93,124,3,23,4,15,4,9,9,51,7,89,80,118,165,203,681,313,366,519,628,483,318,201,106,2326
"G5600010","2020-2024","WY",,,"Wyoming","56","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56001",,,"56001","Albany County, Wyoming",38249,38249,31971,429,300,1395,43,1061,3050,1533,1517,21635,122,0,0,8,0,1,0,19,27,0,120,53,47,111,98,2471,637,1123,2954,1941,5920,3676,400,1907,61917,"Albany County, Wyoming",-555555555,-555555555,363,138,241,180,57,308,398,348,285,209,89,27,27,14,27,2,27,17,41,27,80,35,48,49,71,341,198,188,356,324,535,465,137,340,6755
"G5600030","2020-2024","WY",,,"Wyoming","56","Big Horn County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56003",,,"56003","Big Horn County, Wyoming",11828,11828,10444,79,89,66,63,406,681,369,312,8149,55,0,0,4,0,19,0,5,67,54,61,51,240,213,125,2186,456,648,1255,848,1285,417,122,38,62101,"Big Horn County, Wyoming",-555555555,-555555555,148,48,48,42,36,150,139,122,82,52,39,20,20,7,20,27,20,6,73,60,39,31,98,86,61,237,108,130,243,152,217,144,59,23,3769
"G5600050","2020-2024","WY",,,"Wyoming","56","Campbell County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56005",,,"56005","Campbell County, Wyoming",47240,47240,40501,157,612,115,85,1858,3912,2469,1443,31127,624,0,0,0,0,6,7,0,177,13,83,212,275,439,647,8540,1619,2960,4828,3435,4489,2388,161,224,89869,"Campbell County, Wyoming",-555555555,-555555555,522,106,324,140,113,673,708,628,227,221,317,27,27,27,27,12,13,27,144,38,73,99,158,162,286,763,347,486,628,492,687,586,91,152,5261
"G5600070","2020-2024","WY",,,"Wyoming","56","Carbon County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56007",,,"56007","Carbon County, Wyoming",14463,14463,11781,203,126,34,4,664,1651,1046,605,10234,102,0,0,0,25,0,0,0,182,20,41,113,129,188,152,2537,742,967,1505,1039,1682,675,83,52,70511,"Carbon County, Wyoming",-555555555,-555555555,297,33,62,29,8,223,327,275,213,115,80,20,20,20,40,20,20,20,136,31,27,64,75,86,104,344,173,254,224,227,285,181,71,37,8400
"G5600090","2020-2024","WY",,,"Wyoming","56","Converse County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56009",,,"56009","Converse County, Wyoming",13762,13762,12631,78,4,28,0,187,834,384,450,9549,73,0,0,0,0,0,0,0,0,0,57,54,51,162,108,2439,632,861,1653,1083,1453,809,83,31,81558,"Converse County, Wyoming",-555555555,-555555555,227,69,9,40,20,128,250,226,120,91,87,20,20,20,20,20,20,20,20,20,67,46,45,116,73,354,180,217,283,205,298,251,70,36,8204
"G5600110","2020-2024","WY",,,"Wyoming","56","Crook County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56011",,,"56011","Crook County, Wyoming",7455,7455,6940,0,13,15,13,18,456,230,226,5212,13,0,0,0,0,0,0,0,0,0,117,20,32,8,176,1407,258,485,698,723,1045,208,19,3,79637,"Crook County, Wyoming",-555555555,-555555555,81,18,21,20,17,17,85,80,25,61,19,18,18,18,18,18,18,18,18,18,64,18,28,11,105,230,109,133,112,167,217,90,23,5,9718
"G5600130","2020-2024","WY",,,"Wyoming","56","Fremont County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56013",,,"56013","Fremont County, Wyoming",39533,39533,28031,216,7233,130,33,1026,2864,1045,1819,26654,123,0,0,0,4,9,0,0,52,10,98,207,332,438,395,6668,1756,1865,4707,2926,4293,2189,383,199,64904,"Fremont County, Wyoming",-555555555,-555555555,338,44,293,64,36,312,344,228,276,49,66,27,27,27,5,14,27,27,59,9,61,62,73,132,143,440,248,277,393,339,362,289,118,68,2606
"G5600150","2020-2024","WY",,,"Wyoming","56","Goshen County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56015",,,"56015","Goshen County, Wyoming",12605,12605,10975,33,92,119,21,421,944,567,377,8930,99,0,0,0,0,0,0,0,28,0,50,9,133,94,109,2069,712,958,1627,986,1348,464,150,94,58929,"Goshen County, Wyoming",-555555555,-555555555,166,27,28,140,29,234,249,238,119,111,84,20,20,20,20,20,20,20,44,20,47,9,77,54,57,272,152,203,239,186,223,121,69,45,7273
"G5600170","2020-2024","WY",,,"Wyoming","56","Hot Springs County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56017",,,"56017","Hot Springs County, Wyoming",4620,4620,4205,0,25,14,0,38,338,171,167,3266,2,0,0,0,2,0,0,2,7,0,32,22,2,9,72,783,127,327,526,481,550,213,69,40,61250,"Hot Springs County, Wyoming",-555555555,-555555555,132,13,22,25,13,36,126,101,86,96,4,13,13,13,3,13,13,4,11,13,25,24,3,11,54,140,60,137,160,121,113,74,56,46,11398
"G5600190","2020-2024","WY",,,"Wyoming","56","Johnson County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56019",,,"56019","Johnson County, Wyoming",8686,8686,7964,1,144,47,0,222,308,129,179,6414,80,0,0,0,0,0,0,41,0,42,65,17,45,66,20,1306,417,410,1251,709,1121,649,118,57,64871,"Johnson County, Wyoming",-555555555,-555555555,153,2,86,60,18,124,136,118,85,130,79,18,18,18,18,18,18,56,18,64,54,28,54,65,33,262,226,154,260,193,209,221,77,49,5633
"G5600210","2020-2024","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56021",,,"56021","Laramie County, Wyoming",101060,101060,81104,2277,1027,1148,130,4987,10387,5801,4586,69419,545,2,17,1,28,60,66,23,227,78,104,340,413,792,753,13060,3637,6108,10413,9799,14500,6596,1246,611,80173,"Laramie County, Wyoming",-555555555,-555555555,1117,339,457,208,68,901,1047,852,684,259,190,4,28,2,32,67,60,28,155,52,59,188,157,221,260,779,416,544,827,750,1004,716,339,160,3160
"G5600230","2020-2024","WY",,,"Wyoming","56","Lincoln County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56023",,,"56023","Lincoln County, Wyoming",20486,20486,18878,10,57,67,4,120,1350,750,600,13955,77,0,0,0,0,0,2,0,4,9,32,18,146,214,118,3654,632,1103,2930,1382,2524,780,174,156,89330,"Lincoln County, Wyoming",-555555555,-555555555,130,14,46,25,4,67,124,148,122,80,44,24,24,24,24,24,3,24,7,14,31,21,69,124,62,473,191,287,453,290,381,209,89,93,4277
"G5600250","2020-2024","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56025",,,"56025","Natrona County, Wyoming",79977,79977,70747,426,419,455,18,1597,6315,2999,3316,54860,794,0,0,0,0,49,0,4,77,184,131,256,684,698,681,12130,3279,4826,9064,6827,9415,4484,866,411,72156,"Natrona County, Wyoming",-555555555,-555555555,594,149,195,106,28,375,652,543,381,117,221,30,30,30,30,80,30,7,66,113,67,124,202,227,184,813,480,513,927,630,732,514,204,147,2040
"G5600270","2020-2024","WY",,,"Wyoming","56","Niobrara County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56027",,,"56027","Niobrara County, Wyoming",2368,2368,2177,82,57,0,1,6,45,6,39,2008,8,0,0,0,0,0,0,0,0,0,12,9,0,49,22,481,185,204,441,208,243,131,11,4,64113,"Niobrara County, Wyoming",-555555555,-555555555,92,92,37,13,3,11,40,6,39,89,17,13,13,13,13,13,13,13,13,13,14,14,13,29,25,126,76,91,120,90,77,75,14,6,13198
"G5600290","2020-2024","WY",,,"Wyoming","56","Park County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56029",,,"56029","Park County, Wyoming",30449,30449,26889,74,157,137,17,1001,2174,1172,1002,21880,75,8,0,0,0,0,0,0,49,0,102,63,161,320,307,4235,642,1537,3307,3200,4732,2029,528,585,73035,"Park County, Wyoming",-555555555,-555555555,640,65,114,59,39,571,342,333,225,119,67,18,27,27,27,27,27,27,75,27,73,70,127,157,132,411,228,346,450,526,503,357,193,249,5225
"G5600310","2020-2024","WY",,,"Wyoming","56","Platte County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56031",,,"56031","Platte County, Wyoming",8612,8612,7490,29,35,0,34,34,990,752,238,6581,41,12,0,82,0,0,0,0,42,1,23,26,62,51,129,1831,339,439,1514,624,880,306,148,31,67718,"Platte County, Wyoming",-555555555,-555555555,289,33,30,18,43,37,291,298,73,202,29,17,18,112,18,18,18,18,64,3,19,24,50,36,64,244,190,129,291,165,184,107,82,36,6763
"G5600330","2020-2024","WY",,,"Wyoming","56","Sheridan County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56033",,,"56033","Sheridan County, Wyoming",32055,32055,29234,221,282,318,0,754,1246,681,565,22866,96,0,0,0,0,0,0,0,11,104,104,137,105,220,92,5929,1310,1548,3555,2544,4488,1893,474,256,71388,"Sheridan County, Wyoming",-555555555,-555555555,400,85,124,105,27,319,327,280,161,196,70,27,27,27,27,27,27,27,26,107,76,123,65,115,56,550,302,274,454,378,521,338,155,104,7227
"G5600350","2020-2024","WY",,,"Wyoming","56","Sublette County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56035",,,"56035","Sublette County, Wyoming",8838,8838,7907,10,22,0,0,130,769,392,377,6508,0,0,0,0,0,0,0,0,0,51,70,15,35,39,65,1057,253,379,1592,853,1252,690,52,105,83597,"Sublette County, Wyoming",-555555555,-555555555,160,14,39,18,18,105,147,149,45,126,18,18,18,18,18,18,18,18,18,64,65,16,33,43,64,248,120,126,256,216,353,175,47,76,18534
"G5600370","2020-2024","WY",,,"Wyoming","56","Sweetwater County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56037",,,"56037","Sweetwater County, Wyoming",41542,41542,33545,566,226,197,3,2552,4453,3481,972,27494,358,0,0,0,0,20,0,0,44,41,150,81,264,559,463,6403,2186,2769,4762,3647,4031,1255,309,152,75034,"Sweetwater County, Wyoming",-555555555,-555555555,592,83,133,79,6,658,800,773,229,167,141,27,27,27,27,43,27,27,45,43,74,61,118,221,200,493,341,356,452,443,449,268,122,90,3808
"G5600390","2020-2024","WY",,,"Wyoming","56","Teton County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56039",,,"56039","Teton County, Wyoming",23396,23396,18227,95,61,368,1,2667,1977,1494,483,18008,120,0,0,0,22,29,37,0,149,0,32,43,36,0,89,2597,259,1033,2016,546,7028,2787,665,520,124172,"Teton County, Wyoming",-555555555,-555555555,436,114,67,129,5,453,627,612,142,144,106,24,24,24,36,46,51,24,122,24,48,55,51,24,65,531,159,372,433,197,744,419,211,250,24638
"G5600410","2020-2024","WY",,,"Wyoming","56","Uinta County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56041",,,"56041","Uinta County, Wyoming",20644,20644,18343,116,40,49,0,476,1620,845,775,13470,75,0,0,0,15,4,3,2,23,42,112,73,121,171,142,3579,879,1483,2238,1424,2193,496,233,162,82980,"Uinta County, Wyoming",-555555555,-555555555,259,54,36,29,24,203,272,255,167,119,66,24,24,24,26,8,7,3,21,46,78,49,59,88,76,485,198,272,304,270,329,185,120,118,3820
"G5600430","2020-2024","WY",,,"Wyoming","56","Washakie County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56043",,,"56043","Washakie County, Wyoming",7703,7703,6355,9,33,26,0,241,1039,796,243,5500,18,0,0,0,0,0,0,0,0,36,78,38,57,158,79,1390,255,565,967,566,844,339,67,43,65714,"Washakie County, Wyoming",-555555555,-555555555,115,11,33,25,18,119,178,174,36,97,17,18,18,18,18,18,18,18,18,38,64,35,39,129,39,200,98,146,193,127,153,105,47,39,3946
"G5600450","2020-2024","WY",,,"Wyoming","56","Weston County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US56045",,,"56045","Weston County, Wyoming",6826,6826,5819,18,173,48,1,144,623,367,256,5066,2,0,19,0,0,0,0,0,2,19,24,83,138,110,64,1489,273,454,761,611,740,167,34,76,89509,"Weston County, Wyoming",-555555555,-555555555,206,29,202,50,6,91,279,242,97,164,18,18,31,18,18,18,18,18,8,29,22,61,109,97,54,277,192,260,288,183,197,75,32,59,13119
"G7200010","2020-2024","PR",,,"Puerto Rico","72","Adjuntas Municipio","001",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72001",,,"72001","Adjuntas Municipio, Puerto Rico",17960,17960,14390,243,0,0,0,1478,1849,1745,104,13401,489,0,0,162,107,278,363,156,411,170,429,574,394,260,187,3705,576,184,907,1655,1882,470,0,42,19549,"Adjuntas Municipio, Puerto Rico",-555555555,-555555555,661,140,24,24,24,440,522,503,117,-555555555,200,24,24,121,67,185,151,103,168,84,157,169,157,103,88,455,160,83,267,336,399,176,24,44,1426
"G7200030","2020-2024","PR",,,"Puerto Rico","72","Aguada Municipio","003",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72003",,,"72003","Aguada Municipio, Puerto Rico",37758,37758,10294,671,27,44,0,1708,25014,4478,20536,29032,871,0,0,96,258,487,557,562,1270,667,958,1021,636,905,208,6217,941,193,1988,4398,5351,1222,64,162,21501,"Aguada Municipio, Puerto Rico",-555555555,-555555555,1333,423,42,50,33,553,1290,893,1411,-555555555,321,33,33,84,138,186,150,219,340,241,287,256,287,392,110,722,271,98,421,613,622,356,62,93,1777
"G7200050","2020-2024","PR",,,"Puerto Rico","72","Aguadilla Municipio","005",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72005",,,"72005","Aguadilla Municipio, Puerto Rico",54137,54137,39243,1862,40,9,0,6419,6564,5443,1121,40332,627,0,1,254,260,399,631,771,1087,786,677,1206,680,839,510,11403,1072,357,4206,3238,7426,2842,534,526,21540,"Aguadilla Municipio, Puerto Rico",-555555555,-555555555,1460,394,46,15,36,868,1237,1130,373,-555555555,191,36,2,142,104,149,199,246,229,231,207,312,271,208,167,719,273,125,493,584,634,509,178,164,1608
"G7200070","2020-2024","PR",,,"Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72007",,,"72007","Aguas Buenas Municipio, Puerto Rico",23614,23614,7381,1838,238,0,0,8509,5648,3952,1696,17691,330,0,0,174,59,119,228,221,449,456,476,839,249,283,37,5464,433,196,1381,2356,3102,598,90,151,23072,"Aguas Buenas Municipio, Puerto Rico",-555555555,-555555555,1325,625,237,29,29,1214,1077,826,629,-555555555,168,29,29,131,58,79,103,97,140,181,238,222,120,165,41,517,249,158,392,485,542,234,84,159,2719
"G7200090","2020-2024","PR",,,"Puerto Rico","72","Aibonito Municipio","009",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72009",,,"72009","Aibonito Municipio, Puerto Rico",24636,24636,1711,330,115,0,0,1254,21226,20979,247,18823,357,0,0,32,203,129,364,238,726,225,296,939,248,245,32,6345,590,124,1586,1727,3254,811,12,340,21744,"Aibonito Municipio, Puerto Rico",-555555555,-555555555,506,164,146,29,29,509,671,699,176,-555555555,145,29,29,50,135,91,207,113,205,113,123,258,116,121,37,448,218,77,376,319,399,240,18,176,1546
"G7200110","2020-2024","PR",,,"Puerto Rico","72","Añasco Municipio","011",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72011",,,"72011","AÃ±asco Municipio, Puerto Rico",25094,25094,4441,480,2,0,0,2354,17817,4895,12922,19178,383,0,0,223,204,352,433,272,260,496,515,816,273,465,185,4992,538,127,1264,3086,3166,801,263,64,24436,"AÃ±asco Municipio, Puerto Rico",-555555555,-555555555,937,432,4,29,29,567,1078,852,1253,-555555555,164,29,29,206,184,158,170,133,101,191,194,207,136,155,114,625,178,67,324,499,484,281,170,60,1376
"G7200130","2020-2024","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72013",,,"72013","Arecibo Municipio, Puerto Rico",86467,86467,10420,1393,167,568,0,23087,50832,49473,1359,65020,1888,0,0,270,262,566,749,434,1277,905,1234,1999,670,1019,565,17664,1151,1141,7220,7875,13957,2839,485,850,23635,"Arecibo Municipio, Puerto Rico",-555555555,-555555555,1249,428,120,288,36,1518,1899,1982,498,-555555555,395,36,36,102,125,185,197,141,286,254,241,310,201,295,165,1029,297,284,664,806,863,424,245,287,1228
"G7200150","2020-2024","PR",,,"Puerto Rico","72","Arroyo Municipio","015",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72015",,,"72015","Arroyo Municipio, Puerto Rico",15341,15341,5691,2515,0,0,0,2812,4323,3621,702,11236,244,0,24,18,79,224,104,113,249,63,130,491,185,194,67,3301,97,242,1130,1431,2287,503,0,60,21186,"Arroyo Municipio, Puerto Rico",-555555555,-555555555,897,717,24,24,24,723,693,581,378,-555555555,126,24,30,30,76,133,84,84,126,56,83,212,120,112,36,444,77,123,368,371,419,188,24,55,2219
"G7200170","2020-2024","PR",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72017",,,"72017","Barceloneta Municipio, Puerto Rico",22494,22494,1728,620,77,292,0,5046,14731,14145,586,16712,272,0,0,150,121,176,202,187,389,398,260,537,280,384,73,4743,414,301,1496,2192,3260,686,0,191,24508,"Barceloneta Municipio, Puerto Rico",-555555555,-555555555,449,381,92,209,29,1093,1170,1211,361,-555555555,168,29,29,115,109,123,115,115,194,153,150,194,197,206,54,519,203,192,349,483,553,305,29,138,3531
"G7200190","2020-2024","PR",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72019",,,"72019","Barranquitas Municipio, Puerto Rico",29054,29054,8535,2965,1,0,0,3505,14048,12177,1871,20825,360,0,0,97,242,242,271,132,464,245,369,744,445,379,105,6131,465,440,2354,2450,4094,596,92,108,23407,"Barranquitas Municipio, Puerto Rico",-555555555,-555555555,1389,855,5,29,29,936,1501,1526,707,-555555555,157,29,29,90,161,160,147,91,215,121,170,240,179,160,81,701,228,219,454,560,714,224,109,86,2527
"G7200210","2020-2024","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72021",,,"72021","BayamÃ³n Municipio, Puerto Rico",182469,182469,21831,8640,213,365,16,77683,73721,70741,2980,137762,2169,18,35,318,454,990,1310,927,2253,1452,2066,3024,1328,2172,1184,29531,2171,3303,19833,17774,33931,8374,1435,1710,31354,"BayamÃ³n Municipio, Puerto Rico",-555555555,-555555555,1370,1077,162,207,18,2971,2821,2815,615,-555555555,332,28,59,142,159,220,250,234,296,241,320,377,240,323,240,1129,289,344,957,919,1239,706,265,310,910
"G7200230","2020-2024","PR",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72023",,,"72023","Cabo Rojo Municipio, Puerto Rico",46876,46876,26995,2622,244,168,0,9169,7678,4077,3601,35834,545,0,11,252,215,339,549,739,1184,731,728,1355,485,946,240,7325,757,475,4671,3776,7621,1798,309,783,26408,"Cabo Rojo Municipio, Puerto Rico",-555555555,-555555555,1513,645,151,213,33,1141,1082,756,966,-555555555,199,33,19,130,117,155,205,229,269,198,221,285,198,336,116,735,200,193,619,519,748,411,158,271,1743
"G7200250","2020-2024","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72025",,,"72025","Caguas Municipio, Puerto Rico",125586,125586,43948,10200,395,372,27,33252,37392,34231,3161,94329,1392,12,15,237,536,732,754,657,1575,874,948,2463,850,1720,520,21314,3207,1529,10341,11004,22851,7068,1688,2042,31379,"Caguas Municipio, Puerto Rico",-555555555,-555555555,2443,1170,224,307,43,2265,2191,1993,1035,-555555555,293,19,24,124,190,284,193,233,308,254,243,411,301,463,163,1357,493,340,922,877,1377,792,334,418,1516
"G7200270","2020-2024","PR",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72027",,,"72027","Camuy Municipio, Puerto Rico",32734,32734,22755,623,105,0,0,5509,3742,3311,431,24834,698,29,0,123,238,363,438,505,1009,325,849,1071,234,433,183,6056,387,223,1687,4317,4153,1228,60,225,27411,"Camuy Municipio, Puerto Rico",-555555555,-555555555,1349,269,94,33,33,1076,863,896,269,-555555555,286,47,33,114,144,173,178,241,265,147,250,277,112,179,118,544,180,139,410,612,527,270,51,154,2615
"G7200290","2020-2024","PR",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72029",,,"72029","CanÃ³vanas Municipio, Puerto Rico",41816,41816,5251,5725,28,247,0,17388,13177,12755,422,30936,444,0,0,96,344,374,338,306,653,298,702,1165,430,419,229,7651,1255,491,2962,4144,5878,2175,181,401,29642,"CanÃ³vanas Municipio, Puerto Rico",-555555555,-555555555,782,1109,44,185,33,1165,1323,1301,255,-555555555,152,33,33,85,133,154,141,124,221,111,263,326,204,167,121,703,356,196,460,591,648,376,166,154,3034
"G7200310","2020-2024","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72031",,,"72031","Carolina Municipio, Puerto Rico",152204,152204,28917,18280,141,568,20,54356,49922,46961,2961,115045,1310,13,0,76,322,716,799,567,1159,914,1120,2625,819,1161,1089,27172,3645,2126,11521,16485,30377,8046,1309,1674,36958,"Carolina Municipio, Puerto Rico",-555555555,-555555555,2080,1742,136,220,31,2423,2175,2253,658,-555555555,317,20,36,60,131,228,228,187,228,243,238,407,277,267,288,1296,610,343,899,1010,1563,708,254,353,1432
"G7200330","2020-2024","PR",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72033",,,"72033","CataÃ±o Municipio, Puerto Rico",22467,22467,2607,945,41,19,0,8230,10625,9908,717,16741,510,0,0,47,31,160,164,247,366,276,493,441,229,300,172,5208,349,190,1830,1849,2885,727,192,75,25508,"CataÃ±o Municipio, Puerto Rico",-555555555,-555555555,510,323,62,31,29,875,773,771,279,-555555555,191,29,29,43,30,86,79,113,149,117,142,155,104,141,70,482,128,94,306,304,312,235,102,67,1492
"G7200350","2020-2024","PR",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72035",,,"72035","Cayey Municipio, Puerto Rico",40917,40917,12995,3686,394,0,0,14080,9762,5249,4513,31007,581,8,64,207,60,350,390,444,594,687,722,856,445,463,176,9498,749,520,2418,2669,6373,1971,80,682,30129,"Cayey Municipio, Puerto Rico",-555555555,-555555555,1205,680,280,33,33,1237,1097,925,862,-555555555,194,13,78,103,56,138,135,162,184,187,198,216,156,176,107,809,241,171,412,384,755,460,62,246,2396
"G7200370","2020-2024","PR",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72037",,,"72037","Ceiba Municipio, Puerto Rico",10995,10995,1100,491,0,55,0,7843,1506,1314,192,8402,95,0,21,39,0,24,108,58,154,159,191,329,323,131,42,3098,282,62,614,747,1569,226,21,109,25454,"Ceiba Municipio, Puerto Rico",-555555555,-555555555,373,212,24,84,24,570,422,389,131,-555555555,77,24,33,44,24,27,65,57,89,87,106,158,181,92,48,377,116,56,185,210,295,126,35,108,2196
"G7200390","2020-2024","PR",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72039",,,"72039","Ciales Municipio, Puerto Rico",16805,16805,3077,901,152,116,0,1606,10953,9895,1058,12699,365,0,0,73,271,136,324,206,472,220,454,517,353,305,27,3378,140,308,1671,1341,1679,388,24,47,22586,"Ciales Municipio, Puerto Rico",-555555555,-555555555,675,409,210,177,24,510,809,813,423,-555555555,243,24,24,51,162,87,151,122,201,118,193,222,185,146,32,478,99,152,377,318,385,229,40,76,2458
"G7200410","2020-2024","PR",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72041",,,"72041","Cidra Municipio, Puerto Rico",39643,39643,12544,4901,469,22,0,15242,6465,2987,3478,29504,660,0,0,0,171,359,415,279,657,454,542,878,511,517,59,9570,503,205,2354,3339,6052,1547,125,307,29246,"Cidra Municipio, Puerto Rico",-555555555,-555555555,1323,998,408,37,33,1371,840,599,676,-555555555,242,33,33,33,96,157,154,118,175,159,188,234,172,184,55,641,168,107,351,451,726,333,64,150,1742
"G7200430","2020-2024","PR",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72043",,,"72043","Coamo Municipio, Puerto Rico",33998,33998,2166,786,131,0,0,1627,29288,28927,361,25997,411,0,0,63,58,275,387,243,459,324,569,908,294,392,98,9942,476,192,2249,2571,4776,1000,53,257,22045,"Coamo Municipio, Puerto Rico",-555555555,-555555555,430,284,191,33,33,386,728,807,271,-555555555,221,33,33,75,50,147,207,124,146,147,178,247,162,182,68,787,183,100,420,475,641,311,51,114,1944
"G7200450","2020-2024","PR",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,"0500000US72045",,,"72045","ComerÃ­o Municipio, Puerto Rico",18711,18711,2823,1991,66,0,0,3389,10442,9910,532,13928,927,0,0,99,86,55,190,117,353,219,404,599,361,364,39,3929,173,514,1659,1293,2141,348,18,40,17134,"ComerÃ­o Municipio, Puerto Rico",-555555555,-555555555,720,622,108,24,24,703,1135,1163,349,-555555555,364,24,24,81,82,51,110,81,166,110,194,207,199,145,32,611,97,217,517,311,441,196,30,61,1751
